"id","YearOfBirth","US_State","Education","Sex","PoliticalParty","Ideology","Condition","StartDate_T1T2","EndDate_T1T2","Duration_Total_T1T2","StartDate_T3","EndDate_T3","Duration_Total_T3","Duration_Filler_T1T2","Duration_Consensus_T1T2","Duration_Inoculation_T1T2","Duration_Misinfo_T3","AttentionCheck1_T1T2","AttentionCheck2_T3","Belief.T1","HumanCausation.T1","PSC.T1","Worry.T1","SupportForAction.T1","Belief.T2","HumanCausation.T2","PSC.T2","Worry.T2","SupportForAction.T2","Belief.T3","HumanCausation.T3","PSC.T3","Worry.T3","SupportForAction.T3","Complete","Consensus","Misinfo","Inoculation","PSC_Diff_T2T1","PSC_Diff_T3T2","PSC_Diff_T3T1","Belief_Diff_T2T1","Belief_Diff_T3T2","Belief_Diff_T3T1","HumanCausation_Diff_T2T1","HumanCausation_Diff_T3T2","HumanCausation_Diff_T3T1","Worry_Diff_T2T1","Worry_Diff_T3T2","Worry_Diff_T3T1","SupportForAction_Diff_T2T1","SupportForAction_Diff_T3T2","SupportForAction_Diff_T3T1","Education_Category","Age","Age_Category","Ideology_Category"
270,1973,"Florida","3","Male","Republican",6,"Control","2019-06-23 17:38:48","2019-06-23 17:41:28",160,"2019-06-30 18:28:04","2019-06-30 18:29:36",92,13.636,NA,NA,NA,"blue","magenta",7,7,98,6,7,7,7,98,6,7,7,7,96,7,7,1,0,0,0,0,-2,-2,0,0,0,0,0,0,0,1,1,0,0,0,"Some college",46,"30-49","Conservative"
271,1976,"Arizona","4","Male","Democrat",1,"Inoculation","2019-06-23 17:29:39","2019-06-23 17:40:50",670,"2019-06-30 15:52:40","2019-06-30 15:55:58",198,NA,NA,207.84,26.471,"blue","magenta",7,6,79,5,6,6,6,97,5,6,6,6,97,6,6,1,1,1,1,18,0,18,-1,0,-1,0,0,0,0,1,1,0,0,0,"Undergraduate degree",43,"30-49","Liberal"
272,1976,"Georgia","4","Female","Democrat",3,"Control","2019-06-23 18:04:52","2019-06-23 18:08:53",241,NA,NA,NA,30.481,NA,NA,NA,"blue",NA,7,6,70,7,7,7,6,70,7,7,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",43,"30-49","Liberal"
273,1978,"Florida","5","Male","Other",5,"Balanced","2019-06-23 17:34:08","2019-06-23 17:41:10",422,"2019-07-01 00:34:18","2019-07-01 00:42:14",476,NA,12.988,NA,129.292,"blue","magenta",7,6,98,6,7,7,6,98,6,6,6,6,97,5,6,1,1,1,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,"Graduate degree",41,"30-49","Conservative"
274,1987,"Minnesota","5","Male","Democrat",1,"Inoculation","2019-06-23 17:49:47","2019-06-23 17:54:37",290,"2019-06-30 14:00:15","2019-06-30 14:03:07",171,NA,NA,94.913,56.801,"blue","magenta",7,7,98,6,7,7,7,97,7,7,7,7,97,7,7,1,1,1,1,-1,0,-1,0,0,0,0,0,0,1,0,1,0,0,0,"Graduate degree",32,"30-49","Liberal"
275,1979,"Florida","3","Female","Other",4,"Inoculation","2019-06-23 18:04:39","2019-06-23 18:08:55",255,NA,NA,NA,NA,NA,33.637,NA,"blue",NA,7,5,96,7,7,7,6,97,7,7,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Some college",40,"30-49","Moderate"
276,1994,"Kansas","4","Female","Other",1,"Control","2019-06-23 18:09:12","2019-06-23 18:13:36",264,"2019-06-30 18:25:06","2019-06-30 18:26:38",92,19.478,NA,NA,NA,"blue","magenta",6,5,92,4,5,6,5,90,4,5,7,6,90,5,7,1,0,0,0,-2,0,-2,0,1,1,0,1,1,0,1,1,0,2,2,"Undergraduate degree",25,"18-29","Liberal"
277,1990,"Texas","5","Female","Democrat",3,"Control","2019-06-23 17:58:23","2019-06-23 18:01:06",162,"2019-06-30 12:39:41","2019-06-30 12:40:43",62,16.17,NA,NA,NA,"blue","magenta",7,7,99,7,7,7,7,99,7,7,7,7,99,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",29,"18-29","Liberal"
278,1998,"North Carolina","3","Female","Democrat",2,"Balanced","2019-06-23 16:53:56","2019-06-23 16:57:21",205,"2019-06-30 20:07:09","2019-06-30 20:09:46",156,NA,11.202,NA,29.612,"blue","magenta",7,4,71,7,7,7,6,95,7,7,7,4,42,5,7,1,1,1,0,24,-53,-29,0,0,0,2,-2,0,0,-2,-2,0,0,0,"Some college",21,"18-29","Liberal"
279,1988,"New Hampshire","2","Female","Independent",4,"Control","2019-06-23 18:05:13","2019-06-23 18:08:21",188,"2019-06-30 18:27:21","2019-06-30 18:28:51",89,18.189,NA,NA,NA,"blue","magenta",5,5,40,4,5,4,5,42,4,5,5,4,62,5,6,1,0,0,0,2,20,22,-1,1,0,0,-1,-1,0,1,1,0,1,1,"High school graduate",31,"30-49","Moderate"
280,1998,"Michigan","3","Male","Democrat",3,"Balanced","2019-06-23 17:29:50","2019-06-23 17:32:25",154,"2019-06-30 20:10:32","2019-06-30 20:12:00",87,NA,8.668,NA,27.963,"blue","magenta",7,7,100,7,7,7,7,97,7,7,7,7,91,7,7,1,1,1,0,-3,-6,-9,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",21,"18-29","Liberal"
281,1954,"Wisconsin","2","Female","Independent",4,"Consensus","2019-06-23 16:49:01","2019-06-23 16:54:50",348,"2019-06-30 14:44:19","2019-06-30 14:47:27",187,NA,8.755,NA,NA,"blue","magenta",3,4,70,4,6,5,4,97,5,6,5,5,67,5,6,1,1,0,0,27,-30,-3,2,0,2,0,1,1,1,0,1,0,0,0,"High school graduate",65,"50+","Moderate"
282,1976,"South Carolina","3","Female","Democrat",3,"Inoculation","2019-06-23 17:55:24","2019-06-23 18:00:04",280,"2019-06-30 13:29:27","2019-06-30 13:32:14",167,NA,NA,121.472,75.001,"blue","magenta",7,6,85,5,6,7,6,97,6,7,7,6,89,6,7,1,1,1,1,12,-8,4,0,0,0,0,0,0,1,0,1,1,0,1,"Some college",43,"30-49","Liberal"
283,1996,"Illinois","4","Male","Democrat",3,"Balanced","2019-06-23 17:32:31","2019-06-23 17:35:42",190,"2019-06-30 18:10:10","2019-06-30 18:13:48",218,NA,8.349,NA,27.293,"blue","magenta",7,7,90,5,7,7,7,97,6,7,7,7,97,6,7,1,1,1,0,7,0,7,0,0,0,0,0,0,1,0,1,0,0,0,"Undergraduate degree",23,"18-29","Liberal"
284,1984,"Indiana","5","Female","Democrat",2,"Control","2019-06-23 16:51:31","2019-06-23 16:55:01",209,NA,NA,NA,23.289,NA,NA,NA,"blue",NA,7,5,97,5,6,7,5,97,5,6,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Graduate degree",35,"30-49","Liberal"
285,1999,"Florida","3","Male","Democrat",2,"Control","2019-06-23 17:21:47","2019-06-23 17:25:17",209,"2019-06-30 13:47:08","2019-06-30 13:48:22",73,20.588,NA,NA,NA,"blue","magenta",7,6,99,7,7,7,6,99,7,7,7,6,99,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",20,"18-29","Liberal"
286,1992,"New York","4","Male","Republican",5,"Inoculation","2019-06-23 18:04:05","2019-06-23 18:07:06",181,"2019-06-30 15:37:47","2019-06-30 15:39:40",112,NA,NA,46.152,27.83,"blue","magenta",5,3,97,3,4,5,3,97,3,4,5,3,97,2,5,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,1,"Undergraduate degree",27,"18-29","Conservative"
287,1987,"Missouri","3","Male","Independent",4,"Control","2019-06-23 18:02:35","2019-06-23 18:06:03",207,"2019-06-30 14:52:13","2019-06-30 14:53:18",64,16.118,NA,NA,NA,"blue","magenta",4,5,90,4,7,4,5,90,4,7,5,4,90,5,6,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,1,1,0,-1,-1,"Some college",32,"30-49","Moderate"
288,1996,"Indiana","4","Female","Independent",3,"Consensus","2019-06-23 17:34:53","2019-06-23 17:37:56",182,"2019-06-30 13:27:24","2019-06-30 13:29:09",105,NA,6.066,NA,NA,"blue","magenta",7,5,81,6,6,6,5,97,5,5,6,5,97,6,6,1,1,0,0,16,0,16,-1,0,-1,0,0,0,-1,1,0,-1,1,0,"Undergraduate degree",23,"18-29","Liberal"
289,1962,"Ohio","3","Male","Independent",4,"Balanced","2019-06-23 17:04:18","2019-06-23 17:07:14",176,"2019-06-30 13:24:18","2019-06-30 13:28:07",229,NA,6.897,NA,78.969,"blue","magenta",6,5,83,4,5,6,7,97,5,6,5,6,85,5,5,1,1,1,0,14,-12,2,0,-1,-1,2,-1,1,1,0,1,1,-1,0,"Some college",57,"50+","Moderate"
290,1996,"Arizona","3","Female","Other",4,"Consensus","2019-06-23 17:29:10","2019-06-23 17:31:40",149,"2019-06-30 13:39:07","2019-06-30 13:40:50",103,NA,5.832,NA,NA,"blue","magenta",1,6,90,6,7,7,6,89,7,7,6,6,91,6,6,1,1,0,0,-1,2,1,6,-1,5,0,0,0,1,-1,0,0,-1,-1,"Some college",23,"18-29","Moderate"
291,1987,"Oregon","3","Female","Other",1,"Inoculation","2019-06-23 17:13:05","2019-06-23 17:19:28",382,"2019-06-30 16:30:06","2019-06-30 16:33:31",205,NA,NA,91.641,40.943,"blue","magenta",7,5,100,5,7,7,6,97,5,7,7,5,97,6,6,1,1,1,1,-3,0,-3,0,0,0,1,-1,0,0,1,1,0,-1,-1,"Some college",32,"30-49","Liberal"
292,2000,"North Carolina","3","Male","Other",4,"Consensus","2019-06-23 16:52:55","2019-06-23 16:55:28",153,NA,NA,NA,NA,6.103,NA,NA,"blue",NA,6,4,37,6,6,6,5,97,6,6,NA,NA,NA,NA,NA,0,1,0,0,60,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,"Some college",19,"18-29","Moderate"
293,1990,"California","5","Male","Democrat",3,"Balanced","2019-06-23 16:57:11","2019-06-23 16:59:37",145,"2019-06-30 18:06:45","2019-06-30 18:08:15",90,NA,7.179,NA,29.091,"blue","magenta",7,6,100,7,6,7,7,100,7,7,7,6,97,7,7,1,1,1,0,0,-3,-3,0,0,0,1,-1,0,0,0,0,1,0,1,"Graduate degree",29,"18-29","Liberal"
294,1979,"Michigan","3","Female","Democrat",1,"Balanced","2019-06-23 17:50:12","2019-06-23 18:00:52",640,"2019-06-30 12:32:30","2019-06-30 12:35:10",159,NA,7.365,NA,31.355,"blue","magenta",6,6,83,7,5,7,7,96,7,5,7,5,97,6,7,1,1,1,0,13,1,14,1,0,1,1,-2,-1,0,-1,-1,0,2,2,"Some college",40,"30-49","Liberal"
295,1956,"Iowa","4","Male","Democrat",1,"Consensus","2019-06-23 17:36:57","2019-06-23 17:41:11",254,"2019-06-30 18:37:01","2019-06-30 18:37:56",54,NA,6.565,NA,NA,"blue","magenta",7,6,93,6,7,7,6,97,6,7,7,7,97,7,7,1,1,0,0,4,0,4,0,0,0,0,1,1,0,1,1,0,0,0,"Undergraduate degree",63,"50+","Liberal"
296,1994,"Nebraska","4","Female","Republican",5,"Inoculation","2019-06-23 17:32:08","2019-06-23 17:37:20",312,"2019-06-30 18:09:27","2019-06-30 18:11:21",113,NA,NA,146.801,27.334,"blue","magenta",4,3,50,2,5,5,6,92,4,6,4,4,30,2,4,1,1,1,1,42,-62,-20,1,-1,0,3,-2,1,2,-2,0,1,-2,-1,"Undergraduate degree",25,"18-29","Conservative"
297,1984,"Ohio","3","Female","Democrat",2,"Control","2019-06-23 17:40:23","2019-06-23 17:48:25",482,"2019-06-30 18:23:56","2019-06-30 18:24:50",53,17.686,NA,NA,NA,"blue","magenta",7,6,91,7,7,7,6,90,7,7,7,6,81,7,7,1,0,0,0,-1,-9,-10,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",35,"30-49","Liberal"
298,1989,"Colorado","3","Female","Independent",4,"Inoculation","2019-06-23 17:52:06","2019-06-23 17:55:57",231,"2019-06-30 17:27:18","2019-06-30 17:29:28",129,NA,NA,49.979,30.48,"blue","magenta",7,7,100,7,7,7,7,100,7,7,7,6,97,7,7,1,1,1,1,0,-3,-3,0,0,0,0,-1,-1,0,0,0,0,0,0,"Some college",30,"30-49","Moderate"
299,1997,"Florida","2","Male","Democrat",2,"Inoculation","2019-06-23 17:56:00","2019-06-23 18:01:41",341,"2019-06-30 12:22:41","2019-06-30 12:25:05",144,NA,NA,136.443,42.85,"blue","magenta",7,6,98,7,7,7,6,97,7,7,7,6,97,7,7,1,1,1,1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"High school graduate",22,"18-29","Liberal"
300,1961,"Ohio","3","Male","Independent",4,"Inoculation","2019-06-23 17:59:36","2019-06-23 18:02:50",193,"2019-06-30 13:50:10","2019-06-30 13:52:07",116,NA,NA,28.521,33.258,"blue","magenta",7,6,73,5,6,6,5,97,6,7,7,6,97,5,6,1,1,1,1,24,0,24,-1,1,0,-1,1,0,1,-1,0,1,-1,0,"Some college",58,"50+","Moderate"
301,1986,"Missouri","4","Male","Independent",4,"Consensus","2019-06-23 17:57:58","2019-06-23 18:00:39",161,"2019-06-30 15:19:31","2019-06-30 15:20:26",54,NA,8.891,NA,NA,"blue","magenta",7,5,91,5,6,6,5,97,5,6,7,6,94,5,6,1,1,0,0,6,-3,3,-1,1,0,0,1,1,0,0,0,0,0,0,"Undergraduate degree",33,"30-49","Moderate"
302,1997,"Texas","3","Female","Democrat",1,"Inoculation","2019-06-23 17:16:50","2019-06-23 17:20:35",225,"2019-06-30 20:47:27","2019-06-30 20:49:42",135,NA,NA,51.383,34.478,"blue","magenta",7,7,70,6,7,7,7,97,7,7,7,7,97,7,7,1,1,1,1,27,0,27,0,0,0,0,0,0,1,0,1,0,0,0,"Some college",22,"18-29","Liberal"
303,1973,"Ohio","3","Female","Democrat",2,"Inoculation","2019-06-23 16:55:16","2019-06-23 16:58:02",166,"2019-06-30 14:29:40","2019-06-30 14:31:54",134,NA,NA,29.7,30.472,"blue","magenta",7,6,90,7,7,7,6,97,7,7,7,6,12,7,7,1,1,1,1,7,-85,-78,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",46,"30-49","Liberal"
304,1993,"Ohio","1","Male","Democrat",1,"Consensus","2019-06-23 17:59:12","2019-06-23 18:01:57",165,"2019-06-30 12:13:03","2019-06-30 12:14:15",71,NA,5.761,NA,NA,"blue","magenta",7,7,100,7,7,7,7,97,7,7,7,6,99,7,7,1,1,0,0,-3,2,-1,0,0,0,0,-1,-1,0,0,0,0,0,0,"Less than high school",26,"18-29","Liberal"
305,1984,"Arizona","3","Female","Other",4,"Consensus","2019-06-23 17:08:10","2019-06-23 17:11:16",185,NA,NA,NA,NA,8.727,NA,NA,"blue",NA,5,4,84,5,5,6,6,97,6,7,NA,NA,NA,NA,NA,0,1,0,0,13,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,"Some college",35,"30-49","Moderate"
306,1970,"Kentucky","4","Female","Republican",6,"Inoculation","2019-06-23 16:38:28","2019-06-23 16:49:57",689,"2019-07-01 17:15:29","2019-07-01 17:23:07",458,NA,NA,107.883,134.555,"blue","magenta",5,5,90,5,6,5,5,97,5,5,5,3,10,4,5,1,1,1,1,7,-87,-80,0,0,0,0,-2,-2,0,-1,-1,-1,0,-1,"Undergraduate degree",49,"30-49","Conservative"
307,1990,"Oregon","4","Male","Independent",1,"Inoculation","2019-06-23 17:17:06","2019-06-23 17:20:15",189,NA,NA,NA,NA,NA,37.138,NA,"blue",NA,7,6,98,6,6,7,7,97,7,6,NA,NA,NA,NA,NA,0,1,0,1,-1,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,0,NA,NA,"Undergraduate degree",29,"18-29","Liberal"
308,1986,"New Jersey","4","Female","Democrat",2,"Balanced","2019-06-23 16:36:38","2019-06-23 16:39:13",154,"2019-07-01 02:05:36","2019-07-01 02:07:26",109,NA,6.246,NA,44.517,"blue","magenta",7,6,100,6,7,7,6,97,6,7,7,6,91,6,7,1,1,1,0,-3,-6,-9,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",33,"30-49","Liberal"
309,1991,"Arizona","2","Female","Other",4,"Control","2019-06-23 16:54:03","2019-06-23 16:57:23",200,"2019-06-30 16:47:18","2019-06-30 16:51:06",227,41.042,NA,NA,NA,"blue","magenta",2,2,97,2,3,2,1,97,2,2,2,2,81,3,4,1,0,0,0,0,-16,-16,0,0,0,-1,1,0,0,1,1,-1,2,1,"High school graduate",28,"18-29","Moderate"
310,1948,"California","3","Male","Republican",5,"Balanced","2019-06-23 17:58:37","2019-06-23 18:01:27",170,"2019-06-30 16:19:49","2019-06-30 16:23:43",233,NA,6.842,NA,74.095,"blue","magenta",5,5,61,4,5,5,5,97,4,4,6,3,3,4,4,1,1,1,0,36,-94,-58,0,1,1,0,-2,-2,0,0,0,-1,0,-1,"Some college",71,"50+","Conservative"
311,1989,"Michigan","3","Male","Democrat",3,"Control","2019-06-23 18:03:21","2019-06-23 18:06:22",181,"2019-06-30 15:00:41","2019-06-30 15:02:44",123,18.691,NA,NA,NA,"blue","magenta",7,5,90,5,7,7,5,90,5,7,7,5,92,5,6,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,-1,-1,"Some college",30,"30-49","Liberal"
313,1987,"Illinois","3","Male","Independent",3,"Balanced","2019-06-23 17:18:28","2019-06-23 17:20:56",147,NA,NA,NA,NA,6.493,NA,NA,"blue",NA,6,5,70,7,7,7,5,97,6,7,NA,NA,NA,NA,NA,0,1,0,0,27,NA,NA,1,NA,NA,0,NA,NA,-1,NA,NA,0,NA,NA,"Some college",32,"30-49","Liberal"
314,1980,"Illinois","3","Female","Republican",5,"Control","2019-06-23 17:10:17","2019-06-23 17:18:04",466,"2019-06-30 13:04:51","2019-06-30 13:10:04",313,14.023,NA,NA,NA,"blue","magenta",7,5,56,6,7,7,5,57,6,7,7,5,57,6,6,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-1,-1,"Some college",39,"30-49","Conservative"
315,1978,"Florida","4","Female","Democrat",1,"Control","2019-06-23 17:25:43","2019-06-23 17:29:22",218,"2019-06-30 14:00:36","2019-06-30 14:02:17",100,21.817,NA,NA,NA,"blue","magenta",7,6,97,6,7,7,6,97,6,7,7,6,97,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",41,"30-49","Liberal"
316,1969,"Virginia","4","Male","Independent",3,"Control","2019-06-23 16:43:49","2019-06-23 16:47:37",228,"2019-07-01 01:54:41","2019-07-01 01:56:15",94,28.818,NA,NA,NA,"blue","magenta",7,7,100,6,7,7,7,100,6,7,7,7,100,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",50,"50+","Liberal"
317,1961,"New York","4","Female","Democrat",2,"Control","2019-06-23 17:14:32","2019-06-23 17:20:25",353,"2019-06-30 12:56:58","2019-06-30 12:59:03",125,29.7,NA,NA,NA,"blue","magenta",7,6,85,6,6,7,6,92,6,6,7,6,95,6,7,1,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,0,1,1,"Undergraduate degree",58,"50+","Liberal"
318,1980,"Texas","4","Male","Independent",4,"Inoculation","2019-06-23 17:45:54","2019-06-23 17:57:53",718,"2019-07-01 19:03:50","2019-07-01 19:06:14",144,NA,NA,64.312,43.246,"blue","magenta",6,4,100,4,6,6,4,97,4,6,7,5,97,5,5,1,1,1,1,-3,0,-3,0,1,1,0,1,1,0,1,1,0,-1,-1,"Undergraduate degree",39,"30-49","Moderate"
319,1988,"New Jersey","4","Male","Democrat",2,"Control","2019-06-23 18:04:16","2019-06-23 18:05:59",103,"2019-07-01 06:12:59","2019-07-01 06:13:59",59,14.963,NA,NA,NA,"blue","magenta",7,5,78,6,7,7,6,78,7,7,7,6,82,6,6,1,0,0,0,0,4,4,0,0,0,1,0,1,1,-1,0,0,-1,-1,"Undergraduate degree",31,"30-49","Liberal"
320,1974,"New York","5","Female","Democrat",1,"Balanced","2019-06-23 17:07:44","2019-06-23 17:11:06",201,"2019-07-01 11:20:59","2019-07-01 11:23:16",136,NA,9.35,NA,30.221,"blue","magenta",7,7,99,7,7,7,7,99,7,7,7,7,98,7,7,1,1,1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Graduate degree",45,"30-49","Liberal"
321,1986,"Arizona","4","Female","Independent",3,"Consensus","2019-06-23 18:00:25","2019-06-23 18:04:30",244,"2019-06-30 17:46:18","2019-06-30 17:49:36",197,NA,9.186,NA,NA,"blue","magenta",7,6,97,7,7,7,6,97,7,7,7,6,89,6,7,1,1,0,0,0,-8,-8,0,0,0,0,0,0,0,-1,-1,0,0,0,"Undergraduate degree",33,"30-49","Liberal"
322,1990,"New York","5","Female","Democrat",1,"Control","2019-06-23 17:50:52","2019-06-23 17:55:38",286,"2019-06-30 16:52:57","2019-06-30 16:54:23",85,15.489,NA,NA,NA,"blue","magenta",7,7,100,7,7,7,7,100,7,7,7,6,30,7,7,1,0,0,0,0,-70,-70,0,0,0,0,-1,-1,0,0,0,0,0,0,"Graduate degree",29,"18-29","Liberal"
323,1995,"Maryland","5","Female","Democrat",1,"Inoculation","2019-06-23 17:08:16","2019-06-23 17:11:22",186,"2019-06-30 14:58:54","2019-06-30 15:00:23",88,NA,NA,45.2,27.524,"blue","magenta",7,6,99,6,7,7,7,97,7,7,7,7,97,7,7,1,1,1,1,-2,0,-2,0,0,0,1,0,1,1,0,1,0,0,0,"Graduate degree",24,"18-29","Liberal"
324,1990,"Washington","4","Male","Democrat",1,"Balanced","2019-06-23 17:43:51","2019-06-23 17:47:12",200,NA,NA,NA,NA,7.465,NA,NA,"blue",NA,7,7,100,6,7,7,7,97,6,7,NA,NA,NA,NA,NA,0,1,0,0,-3,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",29,"18-29","Liberal"
325,2000,"Iowa","2","Male","Independent",5,"Control","2019-06-23 17:26:09","2019-06-23 17:28:32",143,"2019-06-30 19:13:41","2019-06-30 19:14:35",54,14.723,NA,NA,NA,"blue","magenta",7,5,80,6,6,6,5,80,6,6,7,5,90,7,7,1,0,0,0,0,10,10,-1,1,0,0,0,0,0,1,1,0,1,1,"High school graduate",19,"18-29","Conservative"
326,1996,"Indiana","4","Male","Democrat",4,"Consensus","2019-06-23 17:48:37","2019-06-23 17:51:37",179,NA,NA,NA,NA,5.833,NA,NA,"blue",NA,5,5,79,5,5,5,5,79,5,5,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,"Undergraduate degree",23,"18-29","Moderate"
327,1989,"New York","3","Female","Democrat",2,"Inoculation","2019-06-23 16:28:21","2019-06-23 16:31:37",195,"2019-06-30 16:00:31","2019-06-30 16:02:26",115,NA,NA,41.602,27.214,"blue","magenta",7,5,90,7,7,7,5,97,7,7,7,5,95,7,7,1,1,1,1,7,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,"Some college",30,"30-49","Liberal"
328,1985,"New York","4","Male","Independent",4,"Consensus","2019-06-23 17:46:56","2019-06-23 18:22:45",2149,"2019-06-30 12:20:21","2019-06-30 12:21:45",84,NA,63.04,NA,NA,"blue","magenta",5,4,40,4,5,5,6,97,4,4,5,5,96,5,5,1,1,0,0,57,-1,56,0,0,0,2,-1,1,0,1,1,-1,1,0,"Undergraduate degree",34,"30-49","Moderate"
329,1984,"Nevada","5","Female","Democrat",2,"Consensus","2019-06-23 18:05:13","2019-06-23 18:08:07",173,"2019-06-30 23:30:59","2019-06-30 23:32:19",79,NA,7.143,NA,NA,"blue","magenta",7,7,100,7,7,7,7,96,7,7,7,7,97,7,6,1,1,0,0,-4,1,-3,0,0,0,0,0,0,0,0,0,0,-1,-1,"Graduate degree",35,"30-49","Liberal"
330,1997,"Illinois","2","Female","Democrat",2,"Balanced","2019-06-23 18:04:53","2019-06-23 18:09:56",303,"2019-06-30 20:24:40","2019-06-30 20:28:48",248,NA,14.401,NA,57.416,"blue","magenta",7,6,90,7,7,7,6,97,7,7,7,6,80,7,7,1,1,1,0,7,-17,-10,0,0,0,0,0,0,0,0,0,0,0,0,"High school graduate",22,"18-29","Liberal"
331,1990,"Oklahoma","4","Male","Republican",6,"Control","2019-06-23 17:05:44","2019-06-23 17:09:00",195,NA,NA,NA,21.078,NA,NA,NA,"blue",NA,4,2,80,1,4,4,2,80,1,3,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,-1,NA,NA,"Undergraduate degree",29,"18-29","Conservative"
332,1979,"New York","5","Female","Democrat",2,"Inoculation","2019-06-23 16:05:30","2019-06-23 16:08:21",171,"2019-07-01 14:05:37","2019-07-01 14:07:15",97,NA,NA,30.202,30.319,"blue","magenta",7,7,99,6,7,7,7,97,7,7,7,6,97,7,6,1,1,1,1,-2,0,-2,0,0,0,0,-1,-1,1,0,1,0,-1,-1,"Graduate degree",40,"30-49","Liberal"
333,1969,"Florida","4","Female","Independent",3,"Inoculation","2019-06-23 17:15:24","2019-06-23 17:20:03",278,"2019-06-30 13:05:01","2019-06-30 13:11:58",417,NA,NA,21.902,106.333,"blue","magenta",3,3,30,2,3,4,3,94,3,4,3,2,19,2,4,1,1,1,1,64,-75,-11,1,-1,0,0,-1,-1,1,-1,0,1,0,1,"Undergraduate degree",50,"50+","Liberal"
334,1977,"Tennessee","4","Male","Other",1,"Consensus","2019-06-23 16:33:52","2019-06-23 16:43:16",563,"2019-07-02 02:17:48","2019-07-02 02:21:17",209,NA,8.583,NA,NA,"blue","magenta",7,6,97,7,7,7,6,97,7,7,7,6,92,7,7,1,1,0,0,0,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,"Undergraduate degree",42,"30-49","Liberal"
335,1984,"Texas","5","Male","Democrat",1,"Control","2019-06-23 17:29:55","2019-06-23 17:38:22",507,"2019-06-30 16:58:18","2019-06-30 16:59:32",74,23.5,NA,NA,NA,"blue","magenta",7,6,75,7,6,7,6,75,7,6,7,7,100,7,7,1,0,0,0,0,25,25,0,0,0,0,1,1,0,0,0,0,1,1,"Graduate degree",35,"30-49","Liberal"
336,1968,"California","4","Male","Democrat",3,"Control","2019-06-23 17:27:50","2019-06-23 17:30:53",183,"2019-06-30 17:26:46","2019-06-30 17:27:59",73,23.928,NA,NA,NA,"blue","magenta",7,6,91,6,7,7,6,92,6,7,7,6,91,7,6,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,1,1,0,-1,-1,"Undergraduate degree",51,"50+","Liberal"
337,1981,"Nebraska","5","Female","Democrat",2,"Consensus","2019-06-23 16:33:03","2019-06-23 16:36:26",203,"2019-07-01 05:52:01","2019-07-01 05:53:56",115,NA,9.101,NA,NA,"blue","magenta",7,6,98,7,7,7,7,97,7,7,7,6,97,7,7,1,1,0,0,-1,0,-1,0,0,0,1,-1,0,0,0,0,0,0,0,"Graduate degree",38,"30-49","Liberal"
338,1998,"Mississippi","3","Male","Independent",4,"Consensus","2019-06-23 17:03:24","2019-06-23 17:07:13",229,"2019-06-30 16:13:32","2019-06-30 16:15:21",108,NA,6.022,NA,NA,"puce","magenta",6,4,100,4,6,6,6,96,5,6,6,4,74,2,6,1,1,0,0,-4,-22,-26,0,0,0,2,-2,0,1,-3,-2,0,0,0,"Some college",21,"18-29","Moderate"
